acronym_,expansion,id,text
MSE,mean squared error,EXT,"\displaystyle S_{n-1}^{2}}
  , and an appropriate choice can always give a lower MSE."
MSE,mean squared error,EXT,"Carl Friedrich Gauss, who introduced the use of MSE, was aware of its arbitrariness and was in agreement with objections to it on these grounds."
MSE,mean squared error,EXT,"The mathematical benefits of MSE are particularly evident in its use at analyzing the performance of linear regression, as it allows one to partition the variation in a dataset into variation explained by the model and variation explained by randomness."
MSE,mean squared error,EXT,The use of MSE without question has been criticized by the decision theorist James Berger.
MSE,mean squared error,EXT,"There are, however, some scenarios where MSE can serve as a good approximation to a loss function occurring naturally in an application."
MSE,mean squared error,EXT,"Like variance, MSE has the disadvantage of heavily weighting outliers."
MSE,mean squared error,EXT,Minimum MSE estimator
ILP,inductive logic programming,EXT,"Plotkin's  ""relative least general generalization "" approach to ILP shall be used to obtain a suggestion about how to formally define the daughter relation dau."
ILP,inductive logic programming,EXT,"First a hypothesis is searched with an ILP procedure, then a subset of the found hypotheses  is chosen by a selection algorithm."
ILP,integer linear programming,EXT,"In many settings the term refers to ILP , in which the objective function and the constraints  are linear."
ILP,integer linear programming,EXT,"In particular, the special case of 0-1 ILP, in which unknowns are binary, and only the restrictions must be satisfied, is one of Karp's 21 NP-complete problems."
ILP,integer linear programming,EXT,"Mixed-ILP  involves problems in which only some of the variables,




          x

            i




    {\displaystyle x_{i}}
  , are constrained to be integers, while other variables are allowed to be non-integers."
ILP,integer linear programming,EXT,"The integer variables represent decisions  and so should only take on the value 0 or 1.These considerations occur frequently in practice and so ILP can be used in many applications areas, some of which are briefly described below.


=="
ILP,integer linear programming,EXT,"==
Since ILP is NP-hard, many problem instances are intractable and so heuristic methods must be used instead."
SNN,spiking neural networks,EXT,Neurogrid is a board that can simulate SNN directly in hardware.
SVD,singular value decomposition,EXT,"In linear algebra, the SVD  is a factorization of a real or complex matrix that generalizes the eigendecomposition of a square normal matrix to any



        m"
SVD,singular value decomposition,EXT,"Specifically, the SVD of an



        m
        ×"
SVD,singular value decomposition,EXT,"However, when




          M



    {\displaystyle \mathbf {M} }
   is not normal but still diagonalizable, its eigendecomposition and SVD are distinct."
SVD,singular value decomposition,EXT,"{M} ={\begin{bmatrix}1&0&0&0&2\\0&0&3&0&0\\0&0&0&0&0\\0&2&0&0&0\end{bmatrix}}}
  A SVD of this matrix is given by U"
SVD,singular value decomposition,EXT,This particular SVD is not unique.
SVD,singular value decomposition,EXT,"{Purple}-{\sqrt {0.4}}&\color {Purple}0&\color {Purple}0&\color {Purple}{\sqrt {0.5}}&\color {Purple}{\sqrt {0.1}}\end{bmatrix}}}
  is also a valid SVD."
SVD,singular value decomposition,EXT,"In any SVD





          M

        ="
SVD,singular value decomposition,EXT,"Consequently, if all singular values of a square matrix M are non-degenerate and non-zero, then its SVD is unique, up to multiplication of a column of U by a unit-phase factor and simultaneous multiplication of the corresponding column of V by the same unit-phase factor."
SVD,singular value decomposition,EXT,"The SVD is very general in the sense that it can be applied to any m × n matrix, whereas eigenvalue decomposition can only be applied to diagonalizable matrices."
SVD,singular value decomposition,EXT,M = UDU* is also a SVD.
SVD,singular value decomposition,EXT,The SVD can be used for computing the pseudoinverse of a matrix.
SVD,singular value decomposition,EXT,M  with SVD M =
SVD,singular value decomposition,EXT,This section gives these two arguments for existence of SVD.
SVD,singular value decomposition,EXT,The SVD can be computed using the following observations:
SVD,singular value decomposition,EXT,"Together with a first step using Householder reflections and, if appropriate, QR decomposition, this forms the DGESVD routine for the computation of the SVD."
SVD,singular value decomposition,EXT,"The SVD was originally developed by differential geometers, who wished to determine whether a real bilinear form could be made equal to another by independent orthogonal transformations of the two spaces it acts on."
SVD,singular value decomposition,EXT,"James Joseph Sylvester also arrived at the SVD for real square matrices in 1889, apparently independently of both Beltrami and Jordan."
SVD,singular value decomposition,EXT,"The fourth mathematician to discover the SVD independently is Autonne in 1915, who arrived at it via the polar decomposition."
SVD,singular value decomposition,EXT,The first proof of the SVD for rectangular and complex matrices seems to be by Carl Eckart and Gale J. Young in 1936; they saw it as a generalization of the principal axis transformation for Hermitian matrices.
CD,cosine distance,EXT,"The term CD is often used for the complement in positive space, that is:"
CD,cosine distance,EXT,"\displaystyle D_{C}}
   is the CD and"
CD,contrastive divergence,EXT,"This restriction allows for more efficient training algorithms than are available for the general class of Boltzmann machines, in particular the gradient-based CD algorithm."
CD,contrastive divergence,EXT,"W


    {\displaystyle W}
  , is the CD  algorithm due to Hinton, originally developed to train PoE  models."
CD,contrastive divergence,EXT,"The basic, single-step CD  procedure for a single sample can be summarized as follows:"
CD,contact distance,EXT,"This category deals with how closely the participants are to touching, from being completely outside of body-CD to being in physical contact, which parts of the body are in contact, and body part positioning."
OCR,optical character recognition,EXT,Early OCR may be traced to technologies involving telegraphy and creating reading devices for the blind.
