acronym,expansion,anchor_sentence
TL,transfer learning,As a baseline for TL we use hard parameter transfer with fine tuning on 50 of of upper layers .
RTS,request to send,Suppose the AP first wins the channel contention and sends a MU - RTS .
RTS,real time strategy,One of the most successful testbeds in this context is the RTS Game Starcraft .
MAC,medium access control,in investigate the required MAC modifications to support downlink MU - MIMO transmissions by focusing on the fairness issue .
MAC,multiple access channels,"In a general MAC with noiseless causal feedback as described in eqnMAC2 and eqnMAC1 , gradient of MIwith respect to the system parameter is , where , stands for the sequence of the channel inputs of user and denotes the sequence of channel outputs in uses of the channel , respectively , with , and with ."
MAC,mandatory access control,"The Cartesian product of the MAC lattice and the "" role "" lattice which is generated by the role hierarchy is considered ."
MAC,message authentication code,Authors in claimed that attaching the MAC to each MAVLink payload could be suitable to verify the authenticity of the message .
MAC,metropolitan airports commission,It is important for data integrity and reporting accuracy that the MAC is able to reliably identify these non - aircraft events and remove them from consideration .
MAC,multiply accumulate,"Tapped delay line ( TDL ) is a common DSP term for the FIFO operation ; MAC is short - hand for "" multiply accumulate "" ."
MAC,multiple access control,The DSP co - design between optics and wireless will be limited to MAC and radio resource management functions .
DCF,distributed coordination function,"As shown in Figure , the uplink throughput of LI - MAC ( ) is the same as that of Uni - MUMAC ( ) , which is because LI - MAC adopts the baseline DCF in the uplink ."
DCF,discriminative correlation filter,"Thus , how to effectively fuse the deep and shallow features in the DCF framework is still an open and challenging problem ."
GK,graphlet kernel,"Compared with FGSD and GK , which are the only two models that also does not use label information , we can see after adding all pair shortest path distance , we can match their result on all datasets except the NCI1 for FGSD ."
GK,greedy knapsack,"However , SA required much longer time to run than GK ."
DCNN,deep convolutional neural network,"DCNN includes convolutional layers , fully connected layers , pooling layers for feature extraction , image representation , and dimensionality reduction respectively ."
DCNN,dynamic convolutional neural network,This simple strategy proved competitive to the more complex DCNN structure by KalchbrennerACL2014 designed to endow CNN models with ability to capture long - term dependencies .
PSD,power spectral density,"Three features were obtained for each PSD : 1 ) The ratio between the total band ( [ ] Hz ) power and the total band ( [ ] Hz ) power , 2 ) the maximum power in band , and 3 ) the frequency corresponding to the maximum of band power ."
PSD,phase shift difference,PSD is defined as the phase shift from one constellation to a neighboring one which may vary because of the difference between the transmitter amplifier for I - phase and Q - phase .
CA,corresponding arcs,"A graph is called a CA graph if every vertex can be assigned to an arc such that two vertices are adjacent iff their respective arcs intersect , i.e. ."
CA,current account,"Sources : BOE ( ID : IUQLBEDR , XUQLBK82 , IUQLBEDR , LPQAUYN ) , ONS ( ID : D7BT , UKEA , PGDP , PRDY , MGSX ) , BIS ( US private sector debt : Q : US : P : A : M : XDC : A , UK : ERI , GBP / USD ( 1955 only ) ) , OECD ( US CPI , US M3 , US GDP , US Unemployment , US CA ) , FRED ( ID : RNUSBIS , FEDFUNDS , PRS85006163 , A229RX0 ) , ( UK private sector debt , M4 , labour productivity)[h ! ]"
CA,contention adaptions,Source CodeThe source code for the CA tree implementations and the benchmarks can be found online ( https://www.it.uu.se/research/group/languages/software/im_tr_ca ) .
CA,combinatorial auction,"This problem is called the combinatorial allocation problem in CA games , also referred to as the winner determination problem ."
CA,cumulative activation,The algorithm calling is named as ( Balanced Truncation Greedy algorithm for IM - CA problem ) and the algorithm calling is named as ( Activation Dominance Greedy algorithm for IM - CA problem ) .
CA,cellular automata,"Since gauge - invariance comes from Physics , the first extension of this model would be a non - abelian gauge - invariant Quantum CA ( QCA ) ."
CA,coordinate ascent,Customized CA can be used in applications with binary features .
CA,classification accuracy,"Before this , validation CA was around 86 ."
CA,context adaptation,"Yet , our CA - NN architectures differ from the current literature , both in the choice of auxiliary features and in the choice of mathematical formulation of the context - adaptive layer ."
CA,cardiac amyloidosis,"We previously identified the PAH , HCM and CA patients as part of a parallel study on developing a computer vision pipeline for automated echo interpretation ."
CA,contextual attention,"CE : context encoder , SI : semantic inpainting , CA : contextual attention ."
CA,certificate authority,"table*[ht]Root Management Message Impact on EEstabularlp0.75Action & Impact on EE operations 7*Revocation of an Elector & As long as there are at least three electors with a quorum of two , then one elector may be removed without impacting operation : The remaining electors are still a quorum and their endorsements of the root CA certificate would still be valid ."
CA,community animator,"In these spaces , the CA acts as a party host who "" animates "" a community by hosting introductions based on similar interests ."
CA,conditioning augmentation,The CA module ( Section ) enables our networks to suggest multiple color palettes when given the same text input .
CA,character - level accuracy,"Thus , the percent of CA and WA are calculated by the following relations ."
CA,coded aperture,"Even when the mask and camera parameters are known , restoring our CA images can be expected to be substantially more computational expensive ."
ICP,iterative closest point,"In general , rRWOC was able to recover both the transformation and permutation better than ICP and CPD , which tend to be initialization - dependent ."
