acronym,expansion,anchor_sentence
CA,community animator,"In these spaces , the CA acts as a party host who "" animates "" a community by hosting introductions based on similar interests ."
CA,conditioning augmentation,The CA module ( Section ) enables our networks to suggest multiple color palettes when given the same text input .
CA,coded aperture,"Even when the mask and camera parameters are known , restoring our CA images can be expected to be substantially more computational expensive ."
ICP,iterative closest point,"In general , rRWOC was able to recover both the transformation and permutation better than ICP and CPD , which tend to be initialization - dependent ."
ICP,inductive conformal prediction,"[ ICP ] [ CCP ] Dispersion of efficiency ( prediction interval widths ) for Experiment 2 ; unequally sized data sources , for 2 , 4 and 6 number of data sources using ICP and CCP ."
ICP,iterative cache placement,"The reason is that the ICP can dynamically allocate cache capacity and buffer capacity to reduce the delay based on the value of buffer delay , while the OCFBEB assumes fixed cache capacity and buffer capacity allocation ."
MAE,mean absolute error,"For example , the MAE of the best prediction was more than points , which can make a difference in most Fantasy Football games ."
MAE,maximum absolute error,"However , the MAE of the finite difference method at is of order , but in both presented schemes we get the exact results ."
MAE,mean average error,"Performance on the Depth Completion TaskAt the time of submission , the proposed algorithm ranks first among all published methods in both RMSE and MAE metrics ."
RL,reinforcement learning,"Even though both of these articles and many others demonstrate the incredible potential of using RL , these models also have their fair share of weaknesses ."
RL,representation learning,"RL also works for supervised data sets , although its nature behaves in an independent way per task ."
RL,robot learning,"Personalized LoF ( pLoF ) was framed as a RL problem , trained using Q - learning over many repeated interactions ."
RL,relative location,"The RL agent 's position is initialized randomly from a bivariate normal distribution centered at the origin with standard deviations of 0.5 m in the x- and y - directions , and the heading is chosen uniformly at random ."
RL,restrained lloyd,c ) The final deployment of RL Algorithm after 500 iterations . (
RL,resource limitations,"However , being a continuous - valued regression problem , it may be hard for the off - the - shelf RL frameworks , such as DQN , to tackle ."
RL,robust locomotion,"This is due to multiple reasons , such as sample inefficiency of RL methods , lack of robust locomotion platforms , challenging dynamics , and high - dimensional robots ."
CRF,conditional random field,"The input for CRF is a graph , where in our case each of the vertices is a tweet , and the edges are relations of tweets replying to each other ."
CRF,correlation robust function,For Correlation robust function can be used here instead of random oracle as CRF also gives the same guarantee that we are using here .
NP,noun phrase,"The line of work on Open IE begins with TextRunner , a self - supervised learning approach which uses a Naive Bayes classifier to train a model of relations over examples of extraction tuples that are heuristically generated from sentences in the Penn Treebank using unlexicalized POS and NP chunk features ."
NP,non - emptiness problem,"Each of these checks can be done in NP , as they reduce to non - emptiness of the intersection of the Parikh images of two context - free languages : itemize the language of a context - free grammar over obtained from by replacing addition with concatenation ( as in the proof of Lemma lem : setsofeq : PTIME ) , and the language over containing words with the same number of 's and ' s. itemize The non - emptiness of the intersection can be checked in NP by Kopczynski and To KopczynskiTo : LICS2010 ."
NP,neural pooling,We found the best word vectors from SSWE and the common crawl 42B 300 dimension Glove vectors by five fold stratified cross validation for the NP methods and the highest accuracy on the validation set for the LSTM methods .
NP,natural problem,SSR is NP - complete by easy reduction from Subset Sum .
NP,new persian,"A similar concern is that of homophony between reconstructed etyma , namely formally identical items that can not be unified semantically ( e.g. , * uarma- NP barm ' pond ' and * uarma- NP barm ' memory ' ) ."
NP,neural processes,"On a publicly available clinical fMRI dataset , we compare the novelty detection performance of multivariate normative models estimated by the proposed NP approach to a baseline multi - task Gaussian process regression approach and show substantial improvements for certain diagnostic problems ."
DSL,distributed spectrum ledger,"The DSL , stored at each user , contains a consensual sequence of the spectrum requests ."
CV,cross validation,"Similar to leave - one - out CV , we employed a leave - one - car - out CV strategy , in which all data for a specific car is left out for validation and the remaining data is used for training , and this is repeated for all the cars in the dataset ."
CV,constant velocity,The CV ( yellow ) model does not .
CV,computer vision,"Thus the distortions caused by dispersion reduction in feature space , are ideally suited to fool any CV models , whether designed for classification , object detection , OCR , or other vision tasks ."
CV,crowd votes,"Aggregated image labels were computed with four aggregation methods ( CV , CT , CV and CT ) ."
OT,oblivious transfer,We denote the outputs obtained by receiver from the OT invocations as .
OT,optimal transport,"By tuning in from to , the Sinkhorn divergence has the property of taking the best of both OT ( non - flat geometry ) and MMD ( high - dimensional rigidity ) loss , which we find in experiments improves performance ."
OT,orthogonal training,"This is because with OT , in the small regime , the sum SE of DUs is mainly influenced by , while in the high regime , it is mainly affected by ."
MPC,multi - party computation,"While the first kind finds application in MPC , the second kind is useful in PSI , symmetric PIR , and oblivious sampling , oblivious polynomial evaluation ."
