acronym,expansion,anchor_sentence
IR,immediate-release,"MEDICATIONS: 1. Paxil 40 mg. 2. Multivitamin and vitamin E. 3. Calcium with vitamin D. 4. OxyContin 20 mg twice a day. 5. Oxycodone IR 5 mg q.i.d. p.r.n. ALLERGIES: Doxepin and Serzone, which cause her to be groggy. Bextra and Vioxx cause headaches. Wellbutrin causes headaches. She is also allergic to sulfa."
IR,interventional radiology,Monitor troponin for and Echo for RV strain. If SBP low start levophed and dobutamine and then dopamine in that order. IVFluid. I will not insert a central or arterial line do not alteplase. If decompensates will ask IR to consult for thrombectomy/embolectomy although this is not standard of care. Obtain doppler legs in am and get IVC placed if needs.
IR,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
PE,pressure equalization,"RECURRENT MEDICAL PROBLEMS: 1. Term baby who had a clavicle fracture at delivery. 2. DiGeorge syndrome. 3. Ventriculoseptal defect. 4. Cleft palate. 5. GE Reflux. 6. Status post PE tube placement. 7. Status post GJ tube placement. 8. He has had a number of hospital stays. REVIEW OF SYSTEMS: Unremarkable except for the ""History of Present Illness."" PHYSICAL EXAMINATION ON ADMISSION: VITAL SIGNS: Temperature 101.9. His respiratory rate and other vital signs are within normal limits."
PE,pleural effusion,"EXTREMITIES: 2+ pedal edema without calf tenderness. LABORATORY DATA: Hemoglobin 14.1, WBC 9.2, PTT 24, troponin less than 0.07. Sodium 139, potassium 4.3, bicarb 24, creatinine 0.8, blood glucose 119. CT: Chest CT: 1. Small filling defect along the right upper lung consistent with small PE. 2. Left pleural effusion with extensive areas of infiltrate in the left lung. 3. 5x3 cm irregular mass with small area of cavitation in the right lower lobe; may represent a malignant lesion."
PE,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
PE,pulmonary embolus,"They have been told that the leg edema is more likely secondary to ""old age."" Her family is not aware of a history of DVT or PE. It is not clear if the patient does have a history of hypertension. Again, her family is not aware of a history of cardiac or pulmonary disease."
T3,thoracic (level) 3,"The patient also was noted to have a left forehead lesion which was biopsied with fine needle aspiration on _%#MMDD2003#%_ and also positive for squamous cell carcinoma. Also on _%#MMDD2003#%_, the patient underwent an MRI of the cervical and thoracic spine revealing metastatic disease in the vertebral body of T3 and T8 with encroachment on the thecal sac at the level of T3, but with no abnormal signal within the cord. Also, of note, was a probable hemangioma at T10 and C5 vertebral body compression fracture without cord impingement which was suspicious for malignancy, but due to motion artifact, somewhat indeterminate."
T3,triiodothyronine,3. Peptic ulcer disease. I would recommend discontinuing naproxen and ibuprofen. We should try Vioxx 12.5 mg p.o. b.i.d. for treatment of menstrual cramps. 4. Low TSH. Plan to check a T3 and T4. Thank you for this consultation.
T3,tumor stage 3,"Stool was sent for C-difficile which was negative, however, she has empirically improved on Flagyl. Pathology was obtained during the admission which demonstrates a T3 N0 colon cancer in the cecum with negative surgical margins and no positive lymph nodes. Oncologic evaluation was undertaken with Dr. _%#NAME#%_ for consideration of chemotherapy."
T3,T3 (ECG pattern),"Sodium 146, potassium 3.7, chloride 109, CO2 28, BUN 17, creatinine 0.8, glucose 135, total bilirubin 0.5, INR 1. LFTs normal. EKG shows sinus tachycardia at a rate of 115 with and S1, Q3, T3. HOSPITAL COURSE: 1. Dyspnea. The patient was admitted to the medicine service and with S1, Q3, T3 on EKG, the patient underwent a CT pulmonary angiogram of the chest to rule out a pulmonary embolism."
T3,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
T3,term 3,"Baby Girl _%#NAME#%_ was born on _%#MMDD2007#%_ at 1841 to a G3, T3, L3 mother by spontaneous vaginal delivery. Her Apgar scores were 8 and 9 at 1 and 5 minutes respectively. Her mother's blood group type is A positive, VDRL negative, HBSAG is negative, GBS is positive and the mother did get penicillin once prior to delivery; but that was only 2 hours before the baby was born."
T2,thoracic (level) 2,"She has been using oxycodone and OxyContin for neck and back pain for approximately the past year. She states she has had imaging in the past, which showed her _________________ from C6 to T2. The patient recently took one tablet of naltrexone and unintentionally put herself into withdrawal. She denies any opiate abuse currently or in the past."
T2,T2 Nodes,"ADMITTING DIAGNOSES: 1. Squamous cell carcinoma of the tongue, with mets to cervical nodes, diagnosed in _%#MM2002#%_. 2. Presents for chemotherapy. HISTORY OF PRESENT ILLNESS: This is a 59-year-old male who presents with a history of squamous cell carcinoma of the tip of the tongue, diagnosed in _%#MM2002#%_, with mets to trochlear nodes, T3 and T2, status post radiation therapy, 17 out of 30, and chemo with cisplatin therapy. The patient denies any new symptoms, or any other problems."
T2,S2 (heart sound):S2,"Some residual scleral icterus, however. No thyromegaly. LYMPH: No cervical or supraclavicular lymphadenopathy. HEART: Normal first and second heart sounds with valve clicks and a prominent T2. LUNGS: Crackles in the mid zone, decreased breath sounds at the bases. ABDOMEN: Obese, soft and nontender, no organomegaly or masses. EXTREMITIES: No digital clubbing or peripheral cyanosis."
T2,tumor stage 2,"HISTORY OF PRESENT ILLNESS: The patient is a 51-year-old male who in 1994 was diagnosed with T2, grade 3, pleomorphic liposarcoma of his right calf. He underwent surgery followed by radiation therapy. From _%#MM1994#%_ to _%#MM1995#%_ radiation therapy consisted of 4500 cGy followed by a boost to 1800 cGy to a total dose of 6300 cGy."
T2,term 2,"1. Ultrasounds 2. Fetal fibronectin test. 3. External fetal monitors. 4. Betamethasone therapy. 5. Penicillin. DISCHARGE DIAGNOSIS: Prenatal vitamins. HISTORY OF PRESENT ILLNESS: _%#NAME#%_ is a 20-year-old G3, T2, P0, A0, L2, presenting at 33-weeks, 3 days to MFM Clinic for NST/BPP for her twin gestation. She claims to have had increased contractions 6 to 8 per hour x1 week on and off, and her cervix was 1.5 cm open ten days ago, as measured by Dr. _%#NAME#%_ at Smiley's Clinic."
T2,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
T2,T2 (MRI),"One punctate lesion was noted in the right parietal region, second lesion was in the right frontal area and the third lesion was in the left posterior white matter. There was confluent T2 hyperintensity compatible with multiple sclerosis. T2 hyperintensity was seen perpendicular to the lateral ventricles and the corpus callosum. Corpus callosum was mildly thinned. There were several lesions noted also within the corpus callosum itself."
CVP,central venous pressure,"The patient had a triple lumen right IJ catheter placed and was given 2 liters of normal saline, cooling blanket was applied. He had his CVP measured at 15 and subsequently admission was requested. The patient reports feeling much better. At this point he denies any abdominal pain."
CVP,"cyclophosphamide, vincristine, prednisone","In _%#MM#%_ 2006, a CT scan did reveal significant improvement in her left hypopharyngeal mass and associated cervical adenopathy. Because of poor tolerance to Rituxan, she went on to receive CVP alone. She received her fifth cycle of treatment in late _%#MM#%_ 2007. Unfortunately, over the last 2 weeks, _%#NAME#%_ has noted significant progression of her left cervical mass."
CVP,cardiovascular pulmonary,"He is fully retired because he really cannot function. Since our last visit, he has had no colds or sore throats and no headaches or lightheadedness. CVP as above. GI: There has been no new choking or bowel changes. GU: No dysuria or urinary symptoms. _______ and joint: He has had some physical therapy for his ongoing shoulder problems but this couldn't be continued because of the angina."
FISH,fluorescent in situ hybridization,"I provided them with written information, which can help provide support, including Time to Decide, Time to Heal, as well as information on trisomy 18 and their specific FISH results. I plan to have a follow-up meeting with them after their termination in a few weeks. There are other support resources for this family if needed, including a support group for couples who have terminated a pregnancy due to a genetic condition."
FISH,GENERAL ENGLISH,"Conversely he has continued to use all the way up until 3 months, when he was abusing opiates. He also has had a history of passive-aggressive and forceful type behaviors. IT should be noted though that his father has a history of alcoholism and continues to drink on a daily basis. Overall, he feels that he was emotionally abused by his father."
IT,(drug) IT,"6. Thrombocytopenia, cause unclear. 7. Diabetes mellitus. PLAN: The patient will follow up with urology as they have advised. The patient was given Nitrazine pH paper. He will take Polycitra syrup IT with meals and hs. He will continue on Allopurinol 300 mg daily. Rx for Tequin was given for one week. In addition, the patient will continue on his usual medications, Cardizem, Niaspan, Amaryl, Prinivil and nadolol at usual dosing."
IT,GENERAL ENGLISH,"Conversely he has continued to use all the way up until 3 months, when he was abusing opiates. He also has had a history of passive-aggressive and forceful type behaviors. IT should be noted though that his father has a history of alcoholism and continues to drink on a daily basis. Overall, he feels that he was emotionally abused by his father."
IT,immature-to-total neutrophil,"I will get the details from our office as far as his basals, but typically basals are around 1 unit per hour and 1 per 7 grams on his IT ratio and around 1 per 40 above 140 on his correction. In addition, he was on hydrochlorothiazide, Lisinopril, Lasix, metoprolol, Lumigan eye drops, aspirin, Plavix, ____ and Protonix."
IT,idiopathic thrombocytopenic purpura:ITP,9. Thrombocytopenia probably related to problem #1. We will review peripheral smear. 10. History of CPK elevation. The etiology of which was unclear. 11. Status post splenectomy for IT P. 12. Mild exogenous obesity. 13. Hyponatremia potentially dilutional in origin. I cannot exclude SIDH.
IT,pravastatin or atorvastatin evaluation and infection therapy,"He is already on Plavix and aspirin. We will continue the dose of beta blocker and will start him on heparin and Integrilin. He is on Zocor 40 will, we switch him to Lipitor 80 mg a day, in view of results from PROVE IT trial. I will continue his ACE inhibitor. 2. He will be scheduled for angiogram tomorrow. He understands the risks and benefits of angiogram and agrees to proceed and he has signed a consent form."
IT,intertrochanteric,"HISTORY OF PRESENT ILLNESS: The patient is an 82-year-old female with a right IT fracture. She is admitted at this time for ORIF. She is very active and did not complain of pain previously. PAST MEDICAL HISTORY: 1. Osteoporosis. 2. See ""History of Present Illness."""
IT,inspiratory time,"Change pacer batteries q. week. Pacer settings: left 1.5, right 2.0, and a rate of 7. A ventilator at night at SIMV rate of 12, tidal volume 0.5, PEEP 5, IT 0.8. Low alarm 10. High alarm 60. FOLLOW-UP: The patient should follow up with Dr. _%#NAME#%_ _%#NAME#%_ as needed. The patient has extensive follow-up with her as an outpatient."
IT,information technology,"FAMILY HISTORY: No history of malignancy in immediate relatives. SOCIAL HISTORY: The patient is married and lives with her husband. She has never been pregnant. Onset of menses at age 12. Currently, she works at Wells Fargo in the IT Department. She does not use tobacco. She drinks an occasional glass of wine. ALLERGIES: No known drug allergies. MEDICATIONS: 1. Cyclosporin. 2. Imuran."
IT,ischial tuberosity,"He was treated with 6 days of IV Unasyn. 8. Decubitus ulcers: The patient had multiple pressure ulcers including a 1.2 black eschar over the left IT area, purple non-blanchable scrotum with 3.52 area of full-thickness skin loss from pressure between (stage 3 with red base). Purple blanchable skin blanchable skin all along the lower buttocks."
IT,intrathecal,"Etoposide 300 mg per square meter over 1 hour in clinic followed by cyclophosphamide 500 per meters squared over 1 hour for week 2. For week 3 he is to receive triple IT therapy. He denies any new symptoms since his last admission. He has not had any fevers, chills, or fatigue. No oral lesions have been present. He denies any headaches."
IT,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
IT,iliotibial,"The right total knee was performed, and due to her valgus deformity, it was decided to release or sacrifice the posterior cruciate ligament, and she also had release of the posterior lateral capsule and the popliteus. She also had pie-crusting of IT band. Her surgery was uneventful. She was transferred to the PACU after the surgery in satisfactory condition. Her intraoperative blood loss was 150 mL. Her postoperative pain was managed by PCA."
MSSA,modified selective severity assessment,7. Tubal ligation. 8. Nicotine addiction. 9. Low normal blood pressure with mildly elevated hemoglobin consistent with possible mild volume depletion. PLAN: 1. Complete MSSA withdrawal protocol with thiamin as ordered. 2. Multivitamin daily. 3. Recheck TSH in 1 week. 4. Primary care follow-up with Dr. _%#NAME#%_ regarding thyroid function and workup regarding seizure episode (as above).
MSSA,methicillin-susceptible Staphylococcus aureus,DISCHARGE DIAGNOSES: 1. MSSA sepsis with bacteremia of unclear source. (a) Urine culture did grow a MSSA but it is not clear whether this was secondary to the bacteremia or primary UTI. (b) Consultation by Dr. _%#NAME#%_ and Dr. _%#NAME#%_ of infectious disease for which patient was treated inpatient with IV nafcillin and was consolidated to IV Ancef for four weeks as an outpatient.
IM,intramedullary,"He had been doing well up until recently, however, several days ago he had acute onset of left thigh pain. He presented to the Orthopedic Clinic where x-rays were performed and failure of the IM nail was noted on radiograph. The most proximal screw hole of the distal interlock screw holes was noted to fail. The patient was given the option for operative treatment, which he accepted."
IM,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
IM,intramuscular,3. Also had a D&C in _%#MM2001S#%_ after a miscarriage. MEDICATIONS: 1. Aciphex. 2. Xanax 0.5 mg as needed. 3. Glucosamine Chondroitin. 4. Vitamin B-12 IM injection. 5. Calcium. 6. Prenatal vitamins. 7. Also Tylenol #3 as needed for her pelvic pain. 8. Vicodin as needed for her pelvic pain. 9. Zoloft 200 mg.
ASA,American Society of Anesthesiologists,3. Adult onset diabetes mellitus under excellent control. 4. Hypertension under excellent control. 5. Hyperlipidemia. PLAN: I see no contraindication to the proposed surgical procedure. The patient is an ASA 3. Will gladly follow while she is in the hospital.
ASA,acetylsalicylic acid,3. Vicodin 1 p.o. q. 4 to 6 h. p.r.n. 4. Norvasc 10 mg p.o. q. day. 5. HCTZ 25 mg p.o. q. a.m. 6. Folate 1 mg p.o. q. day. 7. ASA 81 mg p.o. q. day. 8. Prilosec 20 mg p.o. q. day. 9. Levoxyl 100 mcg p.o. q. day. 10. Timolol 0.5% ophthalmic drops 1 drop OU b.i.d.
ASA,aminosalicylic acid,"His symptoms have now increased in the last six weeks with findings of rectal disease. Biopsies have been done, but I believe this probably represents Crohn's disease. He will be started on 5 ASA suppositories. A short course of prednisone will be given as well as Flagyl initiated. Hopefully with this, he can come under good control. We will get the biopsy reports back but I will hold on giving the prednisone until that point."
MP,military police,"SOCIAL HISTORY: He was born in Indiana, not certain the extent of his education, may have finished high school. He was an MP during World War II, serving in both European and Pacific theaters. He has been married three times, has six children, one by his first marriage, three by second and two by his third."
MP,metacarpophalangeal,"He has no significant rotation or malalignment. He has tenderness at the base of the thumb, no tenderness at the MP or IP joint. He has no wrist tenderness or other findings. RADIOGRAPHIC STUDIES: X-rays were reviewed demonstrating a Bennett's fracture."
MP,metatarsophalangeal,"The right calf has a 3 cm in diameter ulcerative lesion with multiple pustules along the skin with purulent drainage expressed from within the subcutaneous space with some areas of very dusky and necrotic appearing skin in this region, mild periphery having erythema but no significant ascending lymphangitis or cellulitis. Her ankle has good range of motion without pain. The left foot demonstrates some moderate swelling and edema with erythema and induration along the foot at the level of the MP joint of the great toe extending to the IP of the great toe and to the mid metatarsal region along the great toe."
MP,mesangial proliferative,The patient is followed closely by _%#NAME#%_ as an outpatient and has been noted to have been developing and elevated creatinine and proteinuria. The patient has a history of MP glomerulonephritis secondary to the cryoglobulinemia with consistently elevated cryoglobulin. The patient had been on plasmapheresis in the past and had his last plasmapheresis in _%#MM2005#%_.
MP,menstrual period,"3. GBS negative. 4. Fetal fibronectin positive. OPERATIONS/PROCEDURES PERFORMED: 1. Magnesium sulfate tocolysis. 2. Bedrest. 3. Betamethasone administration x2. HISTORY OF PRESENT ILLNESS: Patient is a 29-year-old G1, P0, with an unsure MP and dating by an 8 week ultrasound, who presents at 32 weeks and 0 days, transferred from Fairview Northland after an admission on _%#MM#%_ _%#DD#%_, 2004, for contractions and an ultrasound showing a cervix less than 1 cm long with greater than 3 cm of funneling."
MP,(drug) MP,5. Misoprostol 100 mg 3 times daily. 6. Pancrecarb MS 8 CPAP 12 with meals 6 with snacks. 7. Protonix 40 mg delayed release 1 tab twice daily. 8. Ultrase MP 20 CPAP 12 with meals 6 with snacks. 9. Alternates between coli and TOBI. He has not been doing either 1. ALLERGIES: No known drug allergies. REVIEW OF SYSTEMS: Aside from the HPI the complete review of systems is negative.
MP,metabolic panel,"He will follow up with Dr. _%#NAME#%_ _%#NAME#%_ at Fairview Milaca Clinic in one week. He is to follow up in Transplant Clinic with Dr. _%#NAME#%_ in two weeks. Follow-up laboratories: Hemoglobin A1C, ANC, MP, magnesium, CBC with platelets in 1-2 weeks. The patient's surgical wound is to be kept clean and dry. Accu-Cheks q.i.d. with coverage of Regular insulin with sliding scale."
MP,metarsophalangeal,"PELVIC AND RECTAL: Deferred not indicated. EXTREMITIES: Normal pedal pulses, no edema. Severe rheumatoid arthritis with marked abnormalities at MP joints both hands and feet. Left first toe is markedly deviated, almost at 90 degree angle to the joint. Left foot is not as severely affected. Both hands have severe MP joint involvement, less involvement of phalangeal joints."
MP,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
MP,metatarsophalangeal/metacarpophalangeal,He does have motion at the DIP and PIP joint without pain. He has 2+ swelling of the entire digit. He does not have tenderness over the flexor sheath at the MP joint or at the index at the proximal phalanx level. He is stable the radial ulnar deviation stress. IMPRESSION: Cellulitis.
MP,mercaptopurine,"He does not smoke, he drinks alcohol occasionally, is followed by Dr. _%#NAME#%_ at _%#CITY#%_ _%#CITY#%_ Medical Center and Dr. _%#CITY#%_ Minnesota GI Clinic, _%#CITY#%_, Minnesota. MEDICATIONS: 1. Lisinopril 5 mg daily. 2. 6 MP I believe exact dose unknown. He thinks it is 50 mg a day. 3. Colestid 2 tablets b.i.d. 4. Sudafed p.r.n. takes this approximately daily. He took 2 tablets yesterday."
MP,milligram:mg,His medications on admission were said to be antabuse as well as fluoxetine 40 mg p.o. daily. The fluoxetine is continued. He has also been placed by psychiatry on Seroquel at a 50 MP oral daily dosage taken at bedtime.
MP,(device) MP,"The patient was taking 5 tabs with each meal, and had improvement with her diarrhea, having approximately an average of 1 bowel movement after a meal, 4 to 5 bowel movements per day. DISCHARGE MEDICATIONS: 1. Pancrease (Ultrase) MP 20 - 5 tabs orally before meals. The tablets consist of 20,000 units of lipase, 65,000 units of amylase, and 65,000 units of protease with each meal."
MP,nurse practitioner:NP,"She has attended informational session and has an interest in attending a support group as well for additional information. She has discussed this with her primary care provider, _%#NAME#%_ _%#NAME#%_, MP, as well. She is very highly educated about the surgery and would make an excellent candidate. She is already scheduled to have her psych evaluation done, and her laboratory studies have already been completed and are in the normal range."
DT,doppler echo:DE,"She had no spells during this period. Her EEG showed questionable normal EEG reports. A cardiology consult was also obtained to evaluate her spells. After a normal EKG, cardiology service recommended DT echo and tilt-table testing. These were scheduled for an outpatient workup. DISCHARGE INSTRUCTIONS: The patient was discharged back home after the EEG monitoring."
DT,dorsalis pedis:DP,"ABDOMEN: Soft, nontender, nondistended, normal active bowel sounds. Liver percusses to the costal margin. Spleen not palpable. EXTREMITIES: Warm, no cyanosis, clubbing or edema. 2 DT pulses bilaterally. LABORATORY DATA: Pending. IMAGING: Chest x-ray pending."
DT,(drug) DT,"If not already noted, the patient was on TPN for 1 week after her surgery and then was transitioned to tube feeds which ended up as one half teaspoon of Viokase per can of tube feed. The tube feeds being Peptinex DT cycled for 12 hours overnight at a rate of 100 mL per hour. In terms of pain control, the patient initially had trouble weaning off of her PCA, however, at the time of discharge was maintained well on a regimen of methadone 20 mg 3 times a day with Roxicet 5-10 mL q. 6 hours p.r.n. pain for breakthrough."
DT,physical therapy:PT,"Patient may need 1 mg daily Warfarin or Coumadin for Port-A-Cath and thrombosis that seems to solve it. The patient was on Coumadin for about one year. Will continue radiation treatments and patient needs DT, OT and physical therapy. Will consider placement with a nursing home versus rehab. The patient needs a diabetic diet, Accu-Chek p.o. q.i.d. without coverage and will continue other home medications and decrease Decadron 4 mg p.o. b.i.d., continue Lipitor and Avapro."
DT,deep vein thrombosis:DVT,"His hemoglobin remained stable. CMS was intact and he was basically in the hospital for physical therapy and pain control. He was placed on enteric-coated aspirin for DT prophylaxis, given 24 hours of IV antibiotics. Once he is pain was well controlled, he passed in physical therapy and was discharged."
DT,diphtheria-tetanus,"Patient relates a prior history of major depression since her second year in college. No prior hospitalizations. Self-induced cutting, volar aspect, left wrist one and one-half months ago. Up-to-date on DT. No present active self-harm. Issue of ongoing marital problems. PAST MEDICAL HISTORY: 1. Major depression (details per Psychiatry)."
DT,delirium tremens,"She also admits to occasional alcohol use such as a glass of wine when she is out for dinner. She denies any history of alcohol abuse, detox, DT, or seizures. She denies any current or past drug history. FAMILY HISTORY: The patient admits to heart disease in both her mother and father, although was unable to provide any other details concerning the heart disease."
DT,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
CVS,chorionic villus sampling,"Screening tests, such as first trimester screen, provide risk assessments for specific conditions, but cannot definitively diagnose or exclude these conditions. Diagnostic tests, such as CVS and amniocentesis can definitively diagnose or exclude the presence of certain chromosome conditions, but are associated with a small risk of miscarriage."
CVS,"customer, value, service",HISTORY OF PRESENT ILLNESS: This is a 16-year-old white male with a known history of depression who presents to our service following an acute ingestion of approximately 40 CVS brand cold and flu pills containing dextromethorphan as well as acetaminophen. The patient was apparently reported to be found combative and hallucinating and required wrist restraints.
CVS,cardiovascular system,An intraaortic balloon pump was placed in the Cath Lab and the patient was transferred to the cardiovascular intensive care unit with a CVS consultation. The patient was taken to the operating room on _%#MMDD2006#%_ for a 4-vessel CABG and mitral valve repair. Postoperatively the patient was transferred to the cardiovascular intensive care unit for postoperative care.
ALD,alanine aminotransferase:ALT,"CBC done of _%#MM#%_ _%#DD#%_, 2005, revealed a WBC count of 19.4, hemoglobin 10.4, and platelets of 143,000. LFT's done on _%#MM#%_ _%#DD#%_, 2005, which were alkaline phosphatase, AST, and ALD, were normal. Albumin was 2.7. HOSPITAL COURSE: The patient is an 82-year-old Korean lady with past medical history significant for chronic bronchiectasis/COPD/left pleural effusion, who was admitted to University of Minnesota Medical Center, Fairview transitional services for physical rehabilitation after undergoing a left anterior thoracotomy and pericardectomy on _%#MM#%_ _%#DD#%_, 2005."
ALD,ad lib on demand,It is unknown whether _%#NAME#%_ passed or failed the ABR hearing screening test at HCMC Immunizations: None. _%#NAME#%_ was discharged on Breastmilk/Enfamil 20 kcal with Iron taking 70 ml every 3 hours and breast-feeding ALD. Thank you again for allowing us to share in the care of your patient.
ALD,adrenoleukodystrophy,"HISTORY OF PRESENT ILLNESS: _%#NAME#%_ is a 9-year-old boy, soon to be 10, who was diagnosed with adrenoleukodystrophy (ALD) in 1999. He underwent an unrelated donor bone marrow transplant in _%#MM2000#%_ and had a relatively uncomplicated post-transplant course."
ALD,acetyl lysergic acid diethylamide,"He indicates he is compliant with medication. He has no present act of self-harm. He does have an issue of polysubstance abuse dating back to age 11, with drugs of choice including cocaine, ALD, and TSH. He was involved in chemical dependency treatment on at least 12 occasions. He was most recently admitted on _%#MMDD2002#%_ by Dr. _%#NAME#%_ for detoxification with subsequent transfer to Lodging Plus."
ALD,left anterior descending:LAD,"HOSPITAL COURSE: 1. Chest pain. The patient is a 67-year-old gentleman with known coronary artery disease status post stenting of the right posterolateral branch artery. Angiogram in _%#MM#%_ showed 30 to 50 percent stenosis in the ALD, circumflex and RCA. See previous discharge summaries for angiogram report. 2. Patient has had poorly controlled hypertension. Patient has had medication adjustments through his primary M.D. Over the last several weeks, however, he has had increasing substernal and right-sided chest discomfort, described as a pressure without radiation."
NP,nasopharynx,"_____ Patient examined by resident/fellow in my presence. Discussed with resident and agree with note. My key findings: CC: T1, N3, M0 WHO 3 nasopharynx cancer HPI: Patient originally noted neck mass Exam: Mass seen on roof of NP, bilateral and SC nodes Assessment and Plan: We are planning to treat with combined CT and RT."
NP,nurse practitioner,"The patient will participate in outpatient cardiac rehabilitation. He will return to the emergency room if he has chest discomfort, shortness of breath, light-headedness or dizziness. The patient will follow up with the nurse practitioner from Minnesota Heart Clinic (_%#NAME#%_ _%#NAME#%_, NP) at Fairview Lakes on Tuesday _%#MMDD2007#%_ at 10:00. He also was scheduled to follow up with Dr. _%#NAME#%_ at Fairview _%#CITY#%_ on _%#MMDD2008#%_ at 1:00 p.m. He will also have a lipid panel drawn at that appointment and is scheduled to follow up with Dr. _%#NAME#%_ at Wyoming Family Practice in 1-2 weeks."
NP,(drug) NP,PAST MEDICAL HISTORY: Ulcerative colitis. PAST SURGICAL HISTORY: None. CURRENT MEDICATIONS: 1. Chalazal 6 NP. 2. Prednisone. 3. Folate. 4. Cefotaxime. 5. Flagyl. 6. Hydrocortisone. 7. Protonix. 8. Solu-Medrol. PHYSICAL EXAMINATION: GENERAL: The patient is a quiet and withdrawn girl.
NP,natriuretic peptide,"Blood sugar was high at 195. Myoglobin and troponin were negative. EKG is unremarkable. The end terminal BNP was elevated at 441 but the B-type NP was 90. She was admitted for antibiotics, steroids and oxygen. PAST SURGICAL HISTORY: She had a bladder repair. Hospitalizations otherwise only for pulmonary fibrosis."
NP,nasopharyngeal,"Last WBC was 6.8 on _%#MMDD2003#%_. 5. ID: Ampicillin, gentamicin were continued for a total 4 day course, but discontinued when bacterial cultures remained negative. Acyclovir was continued at admit and continued for a total 24 day course upon positive NP swab for HSV. Of note, rapid rectal HSV and CSF HSV PCR (both from SPCH admission) were negative. A repeat LP on _%#MMDD#%_ resulted in negative CSF cultures and negative HSV PCR; however, protein was elevated at 222."
